編號,車位類別,車位價格,車位面積平方公尺
RPTOMLLLKHIFFBB17CA,坡道平面,0,
RPSQMLLJLHIFFBB17CA,坡道平面,0,34.66
RPSQMLLJLHIFFBB17CA,坡道平面,0,34.66
RPXPMLMLKHIFFBB77CA,坡道機械,0,
RPROMLPLKHIFFBB37CA,坡道平面,0,
RPTSMLPJKHIFFCB87CA,坡道平面,0,20.70
RPUNMLQJKHIFFCB57CA,坡道平面,1350000,39.85
RPUNMLQJKHIFFCB57CA,坡道平面,1350000,39.84
RPPOMLQJKHIFFCB17CA,坡道平面,2400000,28.00
RPSOMLQJKHIFFCB47CA,坡道機械,0,17.80
RPPQMLRJKHIFFCB47CA,坡道機械,0,
RPTOMLRJKHIFFCB67CA,坡道平面,0,
RPTOMLRJKHIFFCB67CA,坡道平面,0,
RPWWMLRJKHIFFCB78CA,坡道機械,0,
RPQRMLSJKHIFFCB77CA,坡道平面,1300000,37.00
RPOVMLSJKHIFFCB97CA,坡道機械,0,10.99
RPOVMLSJKHIFFCB97CA,坡道機械,0,10.99
RPOVMLSJKHIFFCB97CA,坡道機械,0,10.99
RPOVMLSJKHIFFCB97CA,坡道機械,0,10.99
RPVTMLSJKHIFFCB48CA,坡道平面,0,33.02
RPWTMLSJKHIFFCB58CA,坡道平面,0,27.85
RPQUMLSJKHIFFCB08CA,坡道平面,0,23.60
RPQUMLSJKHIFFCB08CA,坡道機械,0,11.80
RPQUMLSJKHIFFCB08CA,坡道機械,0,11.80
RPSUMLSJKHIFFCB28CA,坡道機械,0,
RPTOMLSKKHIFFCB87CA,坡道平面,1900000,
RPTOMLSKKHIFFCB87CA,坡道機械,600000,
RPTOMLSKKHIFFCB87CA,坡道機械,600000,
RPWNMLTKKHIFFCB18CA,坡道機械,0,18.57
RPPQMLKLKHIFFCB96CA,坡道平面,0,26.45
RPQOMLPLKHIFFCB37CA,坡道平面,0,
RPTNMLNLKHIFFCB37CA,其他,0,
RPQPMLNLKHIFFCB27CA,坡道機械,0,
RPQPMLMLKHIFFCB17CA,坡道平面,0,21.71
RPPPMLRLKHIFFCB57CA,坡道平面,1250000,28.12
RPPPMLRLKHIFFCB57CA,坡道平面,1250000,28.12
RPPPMLRLKHIFFCB57CA,坡道平面,1250000,28.12
RPRPMLRLKHIFFCB77CA,坡道平面,1350000,28.12
RPRPMLRLKHIFFCB77CA,坡道平面,1350000,28.12
RPXNMLQJKHIFFFL56CA,坡道機械,0,
RPRNMLKLKHIFFFL18CA,坡道平面,0,26.04
RPSOMLQJKHIFFGL88CA,坡道機械,0,
RPUQMLRJKHIFFGL76CA,其他,0,4.69
RPXQMLRJKHIFFGL07CA,坡道平面,0,
RPWNMLSKKHIFFAL88CA,坡道平面,0,
RPTNMLNLKHIFFAL18CA,坡道機械,340000,10.76
RPRNMLRJKHIFFCL38CA,坡道平面,0,
RPTNMLLJLHIFFGL48CA,坡道平面,0,
RPTPMLKLKHIFFGL68CA,坡道機械,0,
RPSPMLQJKHIFFGL98CA,坡道平面,0,40.92
RPUOMLLLKHIFFCB37CA,坡道機械,0,14.60
RPPOMLMLKHIFFCB96CA,坡道平面,0,
RPVNMLNLKHIFFCB57CA,其他,0,
SPVNMLNLKHIFFCB67CA,其他,0,
RPSNMLPLKHIFFCB47CA,坡道平面,0,
RPWOMLPLKHIFFCB97CA,坡道平面,0,21.54
RPTNMLLLKHIFFCB17CA,坡道平面,0,32.43
RPPOMLSKKHIFFCB47CA,坡道平面,1290000,
RPPOMLSKKHIFFCB47CA,坡道平面,1290000,
RPROMLSKKHIFFCB67CA,坡道平面,1400000,
RPROMLSKKHIFFCB67CA,坡道機械,600000,
RPROMLSKKHIFFCB67CA,坡道機械,600000,
RPPRMLSJKHIFFCB67CA,坡道平面,590000,19.97
RPQNMLRJKHIFFCB27CA,坡道機械,0,13.27
RPQNMLRJKHIFFCB27CA,坡道機械,0,13.27
RPVQMLLJLHIFFCB57CA,坡道平面,0,20.98
RPVQMLLJLHIFFCB57CA,坡道平面,0,20.98
RPQRMLLJLHIFFCB17CA,坡道平面,0,
RPSNMLRLKHIFFBB57CA,坡道平面,0,30.06
RPSNMLRLKHIFFBB57CA,坡道平面,0,30.06
RPUNMLLJLHIFFBB07CA,坡道平面,230000,17.71
RPQQMLLJLHIFFBB96CA,坡道平面,0,
RPPNMLRJLHIFFBB17CA,一樓平面,0,
RPQNMLRJLHIFFBB27CA,一樓平面,0,
RPRNMLRJLHIFFBB37CA,一樓平面,0,
RPSNMLRJLHIFFBB47CA,一樓平面,0,
RPOQMLTKKHIFFBB57CA,坡道平面,0,
RPWNMLSKKHIFFBB97CA,坡道平面,0,18.57
RPXNMLSKKHIFFBB08CA,坡道平面,0,12.97
RPXNMLSKKHIFFBB08CA,坡道平面,0,12.97
RPWQMLRJKHIFFBB08CA,坡道平面,0,
RPPNMLPLKHIFFAB96CA,升降機械,0,
RPQPMLMLKHIFFAB96CA,坡道平面,0,29.84
RPPNMLLLKHIFFAB56CA,坡道機械,0,14.75
RPXOMLPLKHIFFAB87CA,坡道機械,0,
RPOPMLPLKHIFFAB07CA,坡道平面,0,
RPRNMLRJKHIFFAB17CA,其他,450000,36.53
RPWOMLRJKHIFFAB77CA,坡道機械,0,6.76
RPXUMLQJKHIFFCB68DA,坡道平面,0,27.85
RPSOMLLLKHIFFBB17DA,坡道機械,0,
RPXNMLKLKHIFFAB37DA,坡道機械,0,
RPRRMLSJKHIFFAB77DA,坡道平面,0,21.57
RPUNMLLJLHIFFCB27DA,坡道平面,0,
RPWPMLSKKHIFFGL17DA,坡道平面,0,
RPTNMLSKKHIFFAB57CA,坡道平面,0,
RPUPMLSJKHIFFAB77CA,升降機械,0,
RPXPMLLLKHIFFAB57CA,坡道機械,0,14.89
RPTOMLLJLHIFFAB96CA,坡道機械,0,16.57
RPTOMLLJLHIFFAB96CA,坡道機械,0,16.57
RPUNMLQLKHIFFAB57CA,一樓平面,0,20.05
RPVNMLMJLHIFFAB17CA,坡道機械,0,
RPPNMLTJKHIFFBB27CA,坡道機械,0,
RPQRMLSJKHIFFBB67CA,坡道平面,0,
RPRNMLQJLHIFFBB27CA,坡道平面,0,
RPVOMLMJLHIFFBB37CA,坡道平面,0,
RPRQMLPJLHIFFCB57CA,坡道平面,0,33.39
RPRQMLPJLHIFFCB57CA,坡道平面,0,33.39
RPRWMLRJKHIFFCB28CA,坡道平面,1300000,32.99
RPRWMLRJKHIFFCB28CA,坡道平面,1300000,32.99
RPUNMLTKKHIFFCB97CA,坡道平面,0,20.10
RPPSMLPLKHIFFCB67CA,升降機械,0,
RPTNMLRLKHIFFCB77CA,坡道平面,0,33.39
RPTNMLRLKHIFFCB77CA,坡道平面,0,33.39
RPUNMLRLKHIFFCB87CA,坡道平面,0,17.85
RPUNMLRLKHIFFCB87CA,坡道平面,0,17.85
RPVNMLRLKHIFFCB97CA,坡道平面,0,17.85
RPVNMLRLKHIFFCB97CA,坡道平面,0,17.85
RPROMLSJKHIFFFL88CA,坡道平面,0,
RPOQMLSJKHIFFGL88CA,升降機械,0,14.42
RPROMLMLKHIFFGL58CA,坡道平面,0,
RPTOMLNLKHIFFGL88CA,其他,0,
RPPNMLMJLHIFFAL57CA,坡道平面,1000000,28.74
RPUNMLLJLHIFFFL48CA,一樓平面,0,
RPUQMLLLKHIFFCL58CA,一樓平面,0,
RPORMLLLKHIFFCL08CA,一樓平面,0,
RPPRMLLLKHIFFCL18CA,一樓平面,0,
RPQPMLLLKHIFFCL08CA,一樓平面,0,
RPVPMLLLKHIFFCL58CA,一樓平面,0,
RPQNMLRLKHIFFCB47CA,坡道機械,0,
RPQQMLMLKHIFFCB27CA,坡道平面,0,
RPRQMLMLKHIFFCB37CA,坡道平面,0,
RPSQMLMLKHIFFCB47CA,坡道機械,0,
RPORMLMLKHIFFCB17CA,坡道機械,0,
RPUQMLMLKHIFFCB67CA,坡道機械,0,
RPVQMLMLKHIFFCB77CA,坡道機械,0,
RPWQMLMLKHIFFCB87CA,坡道機械,0,
RPSPMLTKKHIFFCB97CA,坡道平面,0,
RPXOMLKLKHIFFCB57CA,坡道平面,0,22.28
RPOOMLKLKHIFFCB66CA,坡道平面,0,19.84
RPUNMLSKKHIFFCB87CA,坡道平面,0,
RPQSMLRLKHIFFBB87CA,坡道機械,0,
RPTNMLLJLHIFFBB96CA,坡道平面,0,
RPUOMLTKKHIFFBB97CA,坡道平面,0,21.49
RPWOMLPJLHIFFAB67CA,坡道機械,0,
RPQOMLOJLHIFFAB96CA,坡道機械,0,
RPUPMLLJLHIFFAB17CA,坡道平面,0,
RPVNMLPLKHIFFAB57CA,坡道平面,0,28.11
RPPPMLPLKHIFFAB17CA,坡道平面,0,
RPPNMLTKKHIFFAB27CA,坡道機械,0,
RPWOMLRJLHIFFAB87CA,坡道機械,0,9.41
RPVNMLQJLHIFFAL68DA,坡道平面,700000,
RPUQMLSKKHIFFAB08DA,坡道平面,0,15.12
RPVPMLTKKHIFFAB18DA,升降機械,0,
RPWPMLTKKHIFFAB28DA,坡道機械,0,
RPPPMLKLKHIFFCB96DA,坡道平面,0,21.71
RPTNMLKLKHIFFBB07DA,升降機械,0,
RPVOMLQJLHIFFCL98DA,坡道平面,800000,21.19
RPWOMLQJLHIFFCL09DA,坡道平面,800000,21.19
RPSQMLTKKHIFFGL96DA,坡道機械,0,
RPQNMLNKLHIFFAB86CA,升降機械,0,
RPPQMLSKKHIFFAB47CA,坡道機械,0,6.76
RPVNMLKLKHIFFAB07CA,坡道平面,0,
RPVNMLKLKHIFFAB07CA,坡道平面,0,
RPVNMLKLKHIFFAB07CA,坡道平面,0,
RPPOMLPLKHIFFAB07CA,坡道機械,0,
RPPPMLTKKHIFFBB57CA,坡道機械,0,
RPWPMLTKKHIFFBB28CA,坡道平面,0,28.11
RPWPMLTKKHIFFBB28CA,坡道平面,0,28.11
RPXOMLKLKHIFFBB47CA,坡道平面,0,
RPOPMLKLKHIFFBB66CA,升降機械,0,17.47
RPPRMLLJLHIFFBB96CA,坡道平面,0,
RPPOMLPJLHIFFBB07CA,坡道機械,0,
RPRSMLRLKHIFFBB97CA,升降機械,0,
RPQOMLNLKHIFFBB07CA,升降機械,0,
RPOQMLMLKHIFFBB96CA,坡道機械,0,9.93
RPPNMLLKLHIFFCB76CA,坡道機械,0,
RPQNMLLKLHIFFCB86CA,坡道平面,0,
RPRNMLLKLHIFFCB96CA,坡道機械,0,
RPQQMLPJLHIFFCB47CA,坡道平面,0,
RPUNMLQJLHIFFCB67CA,坡道平面,0,
RPQOMLTKKHIFFCB67CA,坡道平面,0,
RPWNMLKLKHIFFCB37CA,升降機械,0,
RPPNMLNLKHIFFCB96CA,坡道機械,0,13.27
RPPNMLNLKHIFFCB96CA,坡道機械,0,13.27
RPVPMLMLKHIFFCB67CA,坡道平面,0,22.90
RPVPMLMLKHIFFCB67CA,坡道平面,0,22.90
RPXOMLPLKHIFFCB08CA,坡道平面,0,21.54
RPRQMLPLKHIFFCB67CA,坡道平面,0,33.20
RPSRMLQLKHIFFCB97CA,坡道平面,520000,18.40
RPRNMLPLKHIFFCB37CA,坡道機械,0,20.02
RPRNMLPLKHIFFCB37CA,坡道機械,0,20.02
RPRNMLPLKHIFFCB37CA,坡道機械,0,20.02
RPVQMLPLKHIFFCB08CA,坡道平面,0,
RPXQMLPLKHIFFCB28CA,坡道平面,0,
RPOOMLLJLHIFFCB66CA,坡道機械,0,
RPTNMLKLKHIFFCL08CA,升降機械,0,
RPVNMLMJLHIFFCL38CA,坡道機械,0,
RPSNMLRLKHIFFFL98CA,坡道機械,0,
RPRNMLOJLHIFFGL58CA,坡道機械,0,12.20
RPVNMLOJLHIFFFL88CA,坡道機械,0,
RPXNMLLKLHIFFFL88CA,坡道平面,0,
RPRNMLRJLHIFFCL48CA,坡道平面,800000,21.19
RPRNMLRJLHIFFCL48CA,坡道平面,800000,21.19
RPSNMLRJLHIFFCL58CA,坡道平面,800000,24.62
RPSNMLRJLHIFFCL58CA,坡道平面,900000,24.62
RPRPMLMLKHIFFCL28CA,坡道平面,0,
RPPNMLNLKHIFFCL97CA,坡道平面,0,
RPQQMLRLKHIFFCB77CA,坡道平面,0,
RPORMLPLKHIFFCB47CA,坡道機械,0,
RPUQMLPLKHIFFCB97CA,坡道平面,0,
RPSOMLPLKHIFFCB57CA,坡道機械,0,14.85
RPTNMLPLKHIFFCB57CA,坡道平面,0,
RPPRMLLJLHIFFCB07CA,坡道平面,0,36.04
RPPRMLLJLHIFFCB07CA,坡道平面,0,36.04
RPPRMLLJLHIFFCB07CA,坡道平面,0,36.04
RPPRMLLJLHIFFCB07CA,坡道平面,0,36.04
RPVOMLLJLHIFFCB37CA,坡道機械,0,13.92
RPTOMLQJLHIFFCB67CA,一樓平面,0,
RPOPMLMLKHIFFBB86CA,升降機械,0,
RPVOMLQLKHIFFBB87CA,一樓平面,0,
RPXNMLMJLHIFFBB47CA,坡道機械,0,
RPUNMLSJLHIFFBB77CA,坡道機械,0,
RPVOMLNKLHIFFBB57CA,坡道平面,0,30.03
RPXOMLLLKHIFFBB57CA,坡道平面,0,
RPVNMLKLKHIFFBB17CA,坡道機械,0,
RPQOMLPLKHIFFAB17CA,坡道平面,0,
RPQOMLMLKHIFFAB86CA,坡道平面,0,
RPWPMLLLKHIFFAB47CA,坡道平面,0,
RPSOMLKLKHIFFBB07DA,坡道平面,0,28.20
RPVNMLRLKHIFFHL86CA,坡道機械,250000,11.92
RPWNMLRLKHIFFHL96CA,坡道機械,250000,11.92
RPRRMLMLKHIFFCB57DA,坡道平面,0,37.80
RPVOMLLLKHIFFAB27CA,坡道平面,0,
RPSOMLLLKHIFFAB96CA,坡道機械,0,6.76
RPQNMLNLKHIFFAB86CA,其他,0,28.02
RPRNMLNLKHIFFAB96CA,其他,0,28.02
RPVNMLQLKHIFFAB67CA,一樓平面,0,20.05
RPRQMLOJLHIFFAB27CA,坡道機械,0,
RPQOMLMLKHIFFBB96CA,坡道平面,0,
RPSNMLLLKHIFFBB96CA,坡道平面,0,
RPTNMLNKLHIFFBB27CA,坡道平面,0,38.94
RPTNMLNKLHIFFBB27CA,坡道平面,0,9.65
RPUNMLQJLHIFFBB57CA,坡道機械,0,
RPWOMLMJLHIFFBB47CA,坡道平面,0,
RPXRMLPLKHIFFBB28CA,坡道平面,0,
RPTQMLMLKHIFFBB47CA,坡道機械,0,
RPUQMLMLKHIFFBB57CA,坡道機械,0,9.93
RPRPMLSJLHIFFCB77CA,坡道平面,0,
RPTPMLLJLHIFFCB27CA,坡道平面,0,15.03
RPWNMLLLKHIFFCB47CA,坡道平面,1300000,37.00
RPWNMLLLKHIFFCB47CA,坡道平面,1300000,37.00
RPVNMLPLKHIFFCB77CA,坡道平面,0,35.91
RPTOMLNLKHIFFCB47CA,坡道平面,0,33.02
RPROMLPLKHIFFCB47CA,坡道平面,0,
RPQQMLPLKHIFFCB57CA,坡道平面,0,
RPOQMLMLKHIFFCB07CA,升降機械,0,
RPPOMLNLKHIFFCB07CA,坡道機械,0,18.10
RPRPMLQLKHIFFCB67CA,坡道平面,0,25.84
RPRPMLQLKHIFFCB67CA,坡道平面,0,25.84
RPTPMLRLKHIFFCB97CA,坡道平面,1250000,28.12
RPQPMLRLKHIFFCB67CA,坡道平面,1350000,28.12
RPQPMLRLKHIFFCB67CA,坡道平面,1350000,28.12
RPQPMLRLKHIFFCB67CA,坡道平面,1350000,28.12
RPTNMLOJLHIFFFL68CA,坡道平面,0,
RPQOMLPLKHIFFGL78CA,坡道平面,0,8.26
RPRNMLLJLHIFFGL28CA,坡道平面,0,25.42
RPSNMLOJLHIFFGL68CA,坡道平面,0,26.15
RPQNMLPLKHIFFEL48CA,其他,0,
RPOQMLQLKHIFFCB47CA,坡道平面,0,
RPTSMLPLKHIFFCB08CA,坡道機械,0,
RPXOMLQLKHIFFCB18CA,坡道機械,0,11.72
RPXOMLMLKHIFFCB77CA,坡道平面,0,
RPQNMLPLKHIFFCB27CA,坡道機械,0,
RPUOMLNLKHIFFCB57CA,坡道機械,0,
RPWQMLPJLHIFFCB08CA,坡道平面,0,
RPXQMLLJLHIFFCB77CA,坡道機械,0,32.66
RPQPMLSJLHIFFCB67CA,坡道平面,0,
RPVRMLNKLHIFFCB97CA,坡道平面,0,
RPVRMLNKLHIFFCB97CA,坡道平面,0,
RPXPMLSKLHIFFCB48CA,坡道機械,0,
RPUNMLPLKHIFFBB57CA,坡道機械,0,
RPPNMLPLKHIFFBB07CA,坡道機械,0,
RPRNMLRLKHIFFBB47CA,坡道機械,0,
RPOPMLPJLHIFFBB07CA,升降機械,0,
RPPNMLNJLHIFFBB76CA,坡道平面,0,29.78
RPPNMLNJLHIFFBB76CA,坡道平面,0,29.78
RPQNMLMJLHIFFBB76CA,坡道機械,0,9.21
RPPOMLLKLHIFFBB76CA,坡道平面,0,33.72
RPSOMLMLKHIFFBB17CA,坡道機械,0,
RPTOMLMLKHIFFBB27CA,坡道機械,0,
RPUOMLMLKHIFFBB37CA,坡道機械,0,
RPPOMLPJLHIFFAB96CA,坡道機械,0,
RPROMLPJLHIFFAB17CA,坡道平面,0,
RPSOMLPJLHIFFAB27CA,坡道機械,0,
RPRNMLNJLHIFFAB86CA,坡道平面,0,
RPXNMLMJLHIFFAB37CA,坡道平面,0,26.44
RPTQMLLJLHIFFAB17CA,坡道機械,0,
RPSNMLSLKHIFFAB57CA,升降平面,0,5.99
RPXOMLMLKHIFFAB57CA,坡道平面,0,26.44
RPRNMLRJLHIFFAB27CA,坡道機械,0,
RPVPMLNKLHIFFAB57CA,坡道機械,0,7.61
RPPNMLOKLHIFFAB86CA,坡道平面,0,26.46
RPTPMLOKLHIFFAB47CA,坡道平面,0,29.83
RPUNMLKLLHIFFAB07CA,坡道平面,0,
RPTNMLPLKHIFFGL09DA,坡道機械,0,
RPTOMLPLKHIFFAB57DA,坡道平面,0,22.48
RPTPMLMLKHIFFAB37DA,坡道平面,0,
RPTPMLMLKHIFFAB37DA,坡道機械,0,
RPPPMLLLKHIFFBB96DA,坡道機械,0,
RPPPMLLLKHIFFBB96DA,坡道機械,0,
RPSNMLMJLHIFFHL58CA,升降機械,0,
RPTNMLMJLHIFFHL68CA,坡道機械,0,
RPRNMLPJLHIFFHL78CA,坡道平面,0,
RPUPMLNLKHIFFBB67DA,升降機械,0,
RPSPMLRJLHIFFBB77DA,坡道機械,0,14.88
RPSPMLRJLHIFFBB77DA,坡道機械,0,14.88
RPXPMLPLKHIFFBB18DA,坡道機械,0,
RPTRMLLJLHIFFCB57DA,坡道平面,0,41.88
RPSOMLPLKHIFFAB47DA,坡道機械,0,
RPWNMLLKLHIFFAB27CA,坡道平面,0,20.41
RPWNMLLKLHIFFAB27CA,坡道平面,0,20.41
RPWNMLLKLHIFFAB27CA,坡道平面,0,20.41
RPQOMLNLKHIFFAB96CA,坡道平面,0,23.10
RPQOMLNLKHIFFAB96CA,坡道平面,0,23.10
RPOOMLRLKHIFFAB17CA,坡道平面,0,24.72
RPOOMLRLKHIFFAB17CA,坡道平面,0,24.72
RPUOMLQLKHIFFAB67CA,坡道平面,0,29.83
RPORMLPLKHIFFAB27CA,坡道機械,0,8.66
RPXNMLOJLHIFFAB57CA,坡道平面,0,.08
RPQNMLKKLHIFFBB66CA,升降機械,0,
RPXOMLQJLHIFFBB97CA,坡道平面,0,
RPSOMLQJLHIFFBB47CA,坡道平面,0,18.96
RPORMLLJLHIFFBB86CA,坡道機械,0,
RPPOMLMJLHIFFBB76CA,坡道機械,0,
RPQNMLNJLHIFFBB86CA,坡道機械,0,
RPUPMLRLKHIFFBB97CA,升降機械,0,
RPSPMLQLKHIFFBB67CA,坡道平面,0,26.62
RPSPMLQLKHIFFBB67CA,坡道平面,0,26.62
